X,Y,Type,Station,Line,Point,RecoverySP,DateDrille,DrillTeam,DateLoaded,Loader,DrilledDep,TopofCharg,GalvoTest1,GalvoTest2,Units1kg,DetsUsed10,TopAnch,EndCaps,Litologie,Comment1,Comment2,km,TypeofDril,icon_url
146.521231978599,-8.23546185400966,S,402066.500000000000000,"4",2066.500000000000000,,2022/09/02,"1",2022/09/02,Gibson Maraga,"7",6.000000000000000,7.700000000000000,7.500000000000000,"2","2","1","1",Clay with Mudstone,,,0.030000000000000,Air,./0.png
146.521178285233,-8.23519582953153,S,402072.500000000000000,"4",2072.500000000000000,,2022/09/02,"1",2022/09/02,Gibson Maraga,"7",6.000000000000000,7.800000000000000,7.500000000000000,"2","2","1","1",Clay with Mudstone,,,0.030000000000000,Air,./0.png
146.52112459194,-8.23492979600183,S,402078.500000000000000,"4",2078.500000000000000,,2022/09/02,"1",2022/09/02,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.400000000000000,"2","2","1","1",Clay with Mudstone,,,0.030000000000000,Air,./0.png
146.521070898698,-8.23466377151062,S,402084.500000000000000,"4",2084.500000000000000,,2022/09/02,"1",2022/09/02,Gibson Maraga,"7",6.000000000000000,7.800000000000000,7.500000000000000,"2","2","1","1",Clay with Mudstone,,,0.030000000000000,Air,./0.png
146.521017205517,-8.23439774701285,S,402090.500000000000000,"4",2090.500000000000000,,2022/09/02,"1",2022/09/02,Gibson Maraga,"7",6.000000000000000,7.800000000000000,7.500000000000000,"2","2","1","1",Clay with Mudstone,,,0.030000000000000,Air,./0.png
146.520963512399,-8.23413172250855,S,402096.500000000000000,"4",2096.500000000000000,402094.500000000000000,2022/09/02,"1",2022/09/02,Gibson Maraga,"7",6.000000000000000,7.900000000000000,7.500000000000000,"2","2","1","1",Clay with Mudstone,Cliff,,0.030000000000000,Air,./0.png
146.520909819353,-8.23386568895266,S,402102.500000000000000,"4",2102.500000000000000,402100.500000000000000,2022/09/02,"1",2022/09/02,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.300000000000000,"2","2","1","1",Clay with Mudstone,River,,0.030000000000000,Air,./0.png
146.520856126358,-8.23359966443527,S,402108.500000000000000,"4",2108.500000000000000,402109.500000000000000,2022/09/03,"1",2022/09/03,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.500000000000000,"2","2","1","1",Clay with Gravel,Hole collapsed,,0.030000000000000,Air,./0.png
146.520802433425,-8.23333363991135,S,402114.500000000000000,"4",2114.500000000000000,,2022/09/03,"1",2022/09/03,Gibson Maraga,"7",6.000000000000000,7.800000000000000,7.500000000000000,"2","2","1","1",Clay with Gravel,,,0.030000000000000,Air,./0.png
146.520748740554,-8.23306761538086,S,402120.500000000000000,"4",2120.500000000000000,,2022/09/03,"1",2022/09/03,Gibson Maraga,"7",6.000000000000000,7.700000000000000,7.600000000000000,"2","2","1","1",Clay with Gravel,,,0.030000000000000,Air,./0.png
146.520695047755,-8.23280158179883,S,402126.500000000000000,"4",2126.500000000000000,,2022/09/03,"1",2022/09/03,Gibson Maraga,"7",6.000000000000000,7.400000000000000,7.300000000000000,"2","2","1","1",Clay with Gravel,,,0.030000000000000,Air,./0.png
146.520641355007,-8.23253555725526,S,402132.500000000000000,"4",2132.500000000000000,,2022/09/03,"1",2022/09/03,Gibson Maraga,"7",6.000000000000000,7.600000000000000,7.600000000000000,"2","2","1","1",Clay with Gravel,,,0.030000000000000,Air,./0.png
146.520587662322,-8.23226953270519,S,402138.500000000000000,"4",2138.500000000000000,,2022/09/03,"1",2022/09/03,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.400000000000000,"2","2","1","1",Clay with Gravel,,,0.030000000000000,Air,./0.png
146.520533969698,-8.23200350814855,S,402144.500000000000000,"4",2144.500000000000000,,2022/09/03,"1",2022/09/03,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.300000000000000,"2","2","1","1",Clay with Gravel,,,0.030000000000000,Air,./0.png
146.520480277147,-8.23173747454035,S,402150.500000000000000,"4",2150.500000000000000,,2022/09/04,"1",2022/09/04,Gibson Maraga,"7",4.000000000000000,7.500000000000000,7.500000000000000,"2","2","1","1","Clay, Sand with River rock",,Load Stuck at 4m due to River Stone,0.030000000000000,Air,./0.png
146.520426584646,-8.23147144997066,S,402156.500000000000000,"4",2156.500000000000000,402158.500000000000000,2022/09/05,"1",2022/09/05,Gibson Maraga,"7",5.000000000000000,7.500000000000000,7.800000000000000,"2","2","1","1","Clay, River rock, Sand Gravel",Hole collapsed,Load Stuck at 5m due to River Gravel,0.030000000000000,Air,./0.png
146.520372892208,-8.23120542539442,S,402162.500000000000000,"4",2162.500000000000000,,2022/09/04,"1",2022/09/04,Gibson Maraga,"7",6.000000000000000,7.600000000000000,7.500000000000000,"2","2","1","1","Clay, Sand and Loose stone",,,0.030000000000000,Air,./0.png
146.520319199831,-8.23093940081166,S,402168.500000000000000,"4",2168.500000000000000,,2022/09/04,"1",2022/09/04,Gibson Maraga,"7",6.000000000000000,7.600000000000000,7.500000000000000,"2","2","1","1","Clay, Sand and Loose stone",,,0.030000000000000,Air,./0.png
146.520265507517,-8.23067337622235,S,402174.500000000000000,"4",2174.500000000000000,,2022/09/04,"1",2022/09/04,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.600000000000000,"2","2","1","1","Clay, Sand and Loose stone",,,0.030000000000000,Air,./0.png
146.520211815275,-8.23040734258149,S,402180.500000000000000,"4",2180.500000000000000,,2022/09/04,"1",2022/09/04,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.600000000000000,"2","2","1","1","Clay, Sand and Loose stone",,,0.030000000000000,Air,./0.png
146.520158123083,-8.23014131797911,S,402186.500000000000000,"4",2186.500000000000000,,2022/09/04,"1",2022/09/04,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.400000000000000,"2","2","1","1","Clay, Sand and Loose stone",,,0.030000000000000,Air,./0.png
146.520104430954,-8.22987529337023,S,402192.500000000000000,"4",2192.500000000000000,,2022/09/04,"1",2022/09/04,Gibson Maraga,"7",6.000000000000000,7.500000000000000,7.400000000000000,"2","2","1","1","Clay, Sand and Loose stone",,,0.030000000000000,Air,./0.png
