X,Y,OID_,Name,FolderPath,SymbolID,AltMode,Base,Snippet,PopupInfo,HasLabel,LabelID,icon_url
145.884704132729,-7.7906821473085,"0",Whisky Camp,Whisky Camp.kmz,"0","-1",0.00000000000,,,"-1","0",./0.png
145.240297613331,-7.06546530683463,"0",GAAO Camp,,"0","0",0.00000000000,,,"0","0",./0.png
