X,Y,StationVal,LocalEasti,LocalNorth,LocalHeigh,Descriptor,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Feature,icon_url
442683.649672533,9106307.98599203,405558,442683.650,9106307.986,43.242,S,,,,,,,,,./0.png
442652.895406932,9106360.4657678,405570,442652.895,9106360.466,41.917,S,,,,,,,,,./0.png
442630.763253481,9106416.51848178,405582,442630.763,9106416.518,44.261,S,,,,,,,,,./0.png
442610.658758898,9106472.90207905,405594,442610.659,9106472.902,39.400,S,,,,,,,,,./0.png
442589.761152809,9106528.99471667,405606,442589.761,9106528.995,45.215,S,,,,,,,,,./0.png
442568.494971793,9106585.06715305,405618,442568.495,9106585.067,43.327,S,,,,,,,,,./0.png
442548.259295992,9106641.72275894,405630,442548.259,9106641.723,45.360,S,,,,,,,,,./0.png
442527.174198195,9106698.04289195,405642,442527.174,9106698.043,43.940,S,,,,,,,,,./0.png
442506.232396872,9106753.96554363,405654,442506.232,9106753.966,45.513,S,,,,,,,,,./0.png
442486.126915443,9106810.46126174,405666,442486.127,9106810.461,42.933,S,,,,,,,,,./0.png
442464.239930518,9106866.46405396,405678,442464.240,9106866.464,44.882,S,,,,,,,,,./0.png
442440.601404065,9106921.75817874,405690,442440.601,9106921.758,44.744,S,,,,,,,,,./0.png
442422.462459986,9106978.94730255,405702,442422.462,9106978.947,43.058,S,,,,,,,,,./0.png
442406.711847692,9107036.95273545,405714,442406.712,9107036.953,42.130,S,,,,,,,,,./0.png
442393.079891359,9107096.04846131,405726,442393.080,9107096.048,41.368,S,,,,,,,,,./0.png
442375.577359926,9107153.43874072,405738,442375.577,9107153.439,36.953,S,,,,,,,,,./0.png
442354.284263855,9107209.48202395,405750,442354.284,9107209.482,36.160,S,,,,,,,,,./0.png
442334.068457771,9107265.9401735,405762,442334.068,9107265.940,35.758,S,,,,,,,,,./0.png
442316.157551864,9107323.18263022,405774,442316.158,9107323.183,35.503,S,,,,,,,,,./0.png
442293.886515205,9107379.31291392,405786,442293.887,9107379.313,35.752,S,,,,,,,,,./0.png
442271.780374942,9107434.79485731,405798,442271.780,9107434.795,36.760,S,,,,,,,,,./0.png
442255.892832108,9107493.11139749,405810,442255.893,9107493.111,37.350,S,,,,,,,,,./0.png
442233.589719058,9107548.88858215,405822,442233.590,9107548.889,37.444,S,,,,,,,,,./0.png
442213.420897288,9107605.36708918,405834,442213.421,9107605.367,37.758,S,,,,,,,,,./0.png
442196.416090383,9107662.87563647,405846,442196.416,9107662.876,38.519,S,,,,,,,,,./0.png
442173.849794846,9107718.61419475,405858,442173.850,9107718.614,37.117,S,,,,,,,,,./0.png
442159.427921671,9107777.1020459,405870,442159.428,9107777.102,35.970,S,,,,,,,,,./0.png
442137.345645422,9107833.01940791,405882,442137.346,9107833.019,34.997,S,,,,,,,,,./0.png
442115.80222473,9107888.91615025,405894,442115.802,9107888.916,34.864,S,,,,,,,,,./0.png
442095.601379748,9107945.51634477,405906,442095.601,9107945.516,35.672,S,,,,,,,,,./0.png
442074.976874923,9108001.80180804,405918,442074.977,9108001.802,34.802,S,,,,,,,,,./0.png
442057.590951138,9108059.30968369,405930,442057.591,9108059.310,31.685,S,,,,,,,,,./0.png
442037.668812692,9108115.97678575,405942,442037.669,9108115.977,32.237,S,,,,,,,,,./0.png
442016.562586742,9108172.04738179,405954,442016.563,9108172.047,32.079,S,,,,,,,,,./0.png
441993.102211094,9108227.4369317,405966,441993.102,9108227.437,32.060,S,,,,,,,,,./0.png
441976.035222831,9108285.06408,405978,441976.035,9108285.064,31.787,S,,,,,,,,,./0.png
441955.758516542,9108341.4735845,405990,441955.759,9108341.474,31.550,S,,,,,,,,,./0.png
441920.050908872,9108424.36027142,406008,441920.051,9108424.360,31.215,S,,,,,,,,,./0.png
441895.490751302,9108511.17767909,406026,441895.491,9108511.178,30.743,S,,,,,,,,,./0.png
441866.141066809,9108596.1760109,406044,441866.141,9108596.176,30.341,S,,,,,,,,,./0.png
441835.96196657,9108681.05811994,406062,441835.962,9108681.058,29.774,S,,,,,,,,,./0.png
441805.702364043,9108765.73050493,406080,441805.702,9108765.731,29.584,S,,,,,,,,,./0.png
441776.345307441,9108850.79020798,406098,441776.345,9108850.790,29.031,S,,,,,,,,,./0.png
441740.845939948,9108933.69760477,406116,441740.846,9108933.698,29.015,S,,,,,,,,,./0.png
441710.439675047,9109018.51092747,406134,441710.440,9109018.511,28.944,S,,,,,,,,,./0.png
441677.653150341,9109102.3124247,406152,441677.653,9109102.312,28.839,S,,,,,,,,,./0.png
441646.891671339,9109186.886319,406170,441646.892,9109186.886,28.845,S,,,,,,,,,./0.png
441614.605400331,9109271.03597713,406188,441614.605,9109271.036,28.978,S,,,,,,,,,./0.png
441581.654033786,9109354.79573844,406206,441581.654,9109354.796,28.777,S,,,,,,,,,./0.png
441549.019424857,9109438.5612872,406224,441549.019,9109438.561,29.018,S,,,,,,,,,./0.png
441517.756414995,9109523.12158027,406242,441517.756,9109523.122,29.170,S,,,,,,,,,./0.png
441491.33997054,9109609.24274493,406260,441491.340,9109609.243,28.852,S,,,,,,,,,./0.png
441460.42947645,9109693.60058254,406278,441460.429,9109693.601,28.847,S,,,,,,,,,./0.png
441431.215091301,9109778.77805874,406296,441431.215,9109778.778,29.025,S,,,,,,,,,./0.png
441398.53436108,9109862.74149772,406314,441398.534,9109862.741,28.861,S,,,,,,,,,./0.png
441369.092269753,9109947.83938948,406332,441369.092,9109947.839,29.040,S,,,,,,,,,./0.png
439821.567696082,9114268.86220952,407250,439821.568,9114268.862,30.322,S,,,,,,,,,./0.png
439801.874542302,9114357.48418152,407268,439801.875,9114357.484,30.389,S,,,,,,,,,./0.png
439771.035318158,9114441.94012133,407286,439771.035,9114441.940,29.829,S,,,,,,,,,./0.png
439741.699963583,9114527.0220355,407304,439741.700,9114527.022,29.010,S,,,,,,,,,./0.png
439711.069461449,9114611.8076768,407322,439711.069,9114611.808,28.583,S,,,,,,,,,./0.png
439677.897671092,9114695.40594975,407340,439677.898,9114695.406,28.032,S,,,,,,,,,./0.png
439648.279237963,9114780.54026146,407358,439648.279,9114780.540,28.074,S,,,,,,,,,./0.png
439613.703181016,9114863.63138189,407376,439613.703,9114863.631,27.987,S,,,,,,,,,./0.png
439584.839739925,9114949.05573529,407394,439584.840,9114949.056,27.502,S,,,,,,,,,./0.png
439554.070164048,9115033.48885486,407412,439554.070,9115033.489,27.528,S,,,,,,,,,./0.png
439522.772219028,9115117.91359303,407430,439522.772,9115117.914,28.012,S,,,,,,,,,./0.png
439493.887438826,9115203.29650107,407448,439493.887,9115203.297,28.703,S,,,,,,,,,./0.png
439461.514297235,9115287.22668129,407466,439461.514,9115287.227,27.263,S,,,,,,,,,./0.png
439429.674840282,9115371.35517104,407484,439429.675,9115371.355,27.438,S,,,,,,,,,./0.png
439397.138333289,9115455.20002101,407502,439397.138,9115455.200,27.543,S,,,,,,,,,./0.png
439364.019927855,9115538.92878619,407520,439364.020,9115538.929,27.826,S,,,,,,,,,./0.png
439330.506587623,9115622.5798671,407538,439330.507,9115622.580,27.923,S,,,,,,,,,./0.png
439299.889841038,9115707.22118614,407556,439299.890,9115707.221,27.640,S,,,,,,,,,./0.png
439268.595573912,9115791.61136393,407574,439268.596,9115791.611,27.473,S,,,,,,,,,./0.png
439240.492087966,9115877.25572478,407592,439240.492,9115877.256,27.220,S,,,,,,,,,./0.png
439210.073025615,9115961.9819426,407610,439210.073,9115961.982,27.479,S,,,,,,,,,./0.png
439179.266286313,9116046.59018833,407628,439179.266,9116046.590,27.454,S,,,,,,,,,./0.png
439148.311668735,9116131.12932241,407646,439148.312,9116131.129,27.231,S,,,,,,,,,./0.png
439120.128419499,9116216.66891004,407664,439120.128,9116216.669,28.659,S,,,,,,,,,./0.png
439088.924000549,9116300.9626362,407682,439088.924,9116300.963,29.300,S,,,,,,,,,./0.png
439057.99782717,9116385.44260523,407700,439057.998,9116385.443,30.118,S,,,,,,,,,./0.png
439028.048636478,9116470.50820313,407718,439028.049,9116470.508,29.757,S,,,,,,,,,./0.png
438995.64073292,9116554.37759954,407736,438995.641,9116554.378,30.537,S,,,,,,,,,./0.png
438966.399772933,9116639.629031,407754,438966.400,9116639.629,29.150,S,,,,,,,,,./0.png
438936.488008225,9116724.51086376,407772,438936.488,9116724.511,28.178,S,,,,,,,,,./0.png
438903.770043952,9116808.40702175,407790,438903.770,9116808.407,27.820,S,,,,,,,,,./0.png
438869.610536336,9116891.69781204,407808,438869.611,9116891.698,27.500,S,,,,,,,,,./0.png
438827.295527533,9116971.90224165,407826,438827.296,9116971.902,26.983,S,,,,,,,,,./0.png
438796.770975499,9117056.48282518,407844,438796.771,9117056.483,26.763,S,,,,,,,,,./0.png
438764.768006102,9117140.63791888,407862,438764.768,9117140.638,26.580,S,,,,,,,,,./0.png
438732.889106426,9117224.85250446,407880,438732.889,9117224.853,27.150,S,,,,,,,,,./0.png
438700.465017418,9117308.69966092,407898,438700.465,9117308.700,27.215,S,,,,,,,,,./0.png
438669.98145332,9117393.39618112,407916,438669.981,9117393.396,28.465,S,,,,,,,,,./0.png
438637.75336922,9117477.56472572,407934,438637.753,9117477.565,29.408,S,,,,,,,,,./0.png
438604.677112132,9117561.13101227,407952,438604.677,9117561.131,28.485,S,,,,,,,,,./0.png
438573.053351575,9117645.52835842,407970,438573.053,9117645.528,30.100,S,,,,,,,,,./0.png
438542.655230599,9117730.23679881,407988,438542.655,9117730.237,29.899,S,,,,,,,,,./0.png
438506.234783748,9117812.73520905,408006,438506.235,9117812.735,35.949,S,,,,,,,,,./0.png
438478.349310602,9117898.2654059,408024,438478.349,9117898.265,32.022,S,,,,,,,,,./0.png
438445.819701858,9117982.17660423,408042,438445.820,9117982.177,31.272,S,,,,,,,,,./0.png
438413.424907366,9118066.19548886,408060,438413.425,9118066.195,32.182,S,,,,,,,,,./0.png
438380.912339626,9118150.15392233,408078,438380.912,9118150.154,40.845,S,,,,,,,,,./0.png
438348.435669988,9118233.99445107,408096,438348.436,9118233.994,42.565,S,,,,,,,,,./0.png
438313.77321385,9118317.12626461,408114,438313.773,9118317.126,34.183,S,,,,,,,,,./0.png
438277.717341575,9118399.84815937,408132,438277.717,9118399.848,32.138,S,,,,,,,,,./0.png
438241.401912698,9118482.33294903,408150,438241.402,9118482.333,40.170,S,,,,,,,,,./0.png
438226.95660171,9118572.92766158,408168,438226.957,9118572.928,40.436,S,,,,,,,,,./0.png
438204.483464512,9118666.03784319,408188,438204.483,9118666.038,29.368,S,,,,,,,,,./0.png
438186.920363883,9118750.27290844,408204,438186.920,9118750.273,29.030,S,,,,,,,,,./0.png
438165.215950011,9118838.228443,408222,438165.216,9118838.228,31.765,S,,,,,,,,,./0.png
438146.905358611,9118927.45659595,408240,438146.905,9118927.457,29.038,S,,,,,,,,,./0.png
438114.523935491,9119011.53063047,408258,438114.524,9119011.531,38.195,S,,,,,,,,,./0.png
438035.97779774,9119078.1378801,408276,438035.978,9119078.138,26.325,S,,,,,,,,,./0.png
437997.898950327,9119159.92142055,408294,437997.899,9119159.921,28.006,S,,,,,,,,,./0.png
437968.72414314,9119245.09265601,408312,437968.724,9119245.093,30.318,S,,,,,,,,,./0.png
437939.847807074,9119330.33489287,408330,437939.848,9119330.335,41.779,S,,,,,,,,,./0.png
437912.941257693,9119416.3926957,408348,437912.941,9119416.393,28.898,S,,,,,,,,,./0.png
437877.959730137,9119499.36868202,408366,437877.960,9119499.369,41.684,S,,,,,,,,,./0.png
437848.902595655,9119584.73093478,408384,437848.903,9119584.731,39.585,S,,,,,,,,,./0.png
437814.667644939,9119668.01922938,408402,437814.668,9119668.019,26.546,S,,,,,,,,,./0.png
437782.213870401,9119751.90471532,408420,437782.214,9119751.905,30.594,S,,,,,,,,,./0.png
437750.19163281,9119836.23844296,408438,437750.192,9119836.238,42.726,S,,,,,,,,,./0.png
437710.393596937,9119916.95617906,408456,437710.394,9119916.956,27.021,S,,,,,,,,,./0.png
437667.537141661,9119996.18267845,408474,437667.537,9119996.183,36.447,S,,,,,,,,,./0.png
437628.356346521,9120077.24279382,408492,437628.356,9120077.243,31.101,S,,,,,,,,,./0.png
437587.284922789,9120157.37795585,408510,437587.285,9120157.378,45.883,S,,,,,,,,,./0.png
437549.495392398,9120239.16116679,408528,437549.495,9120239.161,33.305,S,,,,,,,,,./0.png
437511.910937203,9120309.85966277,408544,437511.911,9120309.860,32.348,S,,,,,,,,,./0.png
437468.72151333,9120399.92814508,408564,437468.722,9120399.928,31.420,S,,,,,,,,,./0.png
437425.793312952,9120479.15054962,408582,437425.793,9120479.151,44.011,S,,,,,,,,,./0.png
437386.889665829,9120560.40897477,408600,437386.890,9120560.409,35.886,S,,,,,,,,,./0.png
437348.455126991,9120636.21324429,408618,437348.455,9120636.213,61.338,S,,,,,,,,,./0.png
437304.361069331,9120720.30850078,408636,437304.361,9120720.309,44.562,S,,,,,,,,,./0.png
437265.348533546,9120801.4130475,408654,437265.349,9120801.413,39.714,S,,,,,,,,,./0.png
437221.934513568,9120880.33058175,408672,437221.935,9120880.331,35.663,S,,,,,,,,,./0.png
437190.43675465,9120965.28493542,408690,437190.437,9120965.285,44.719,S,,,,,,,,,./0.png
437144.944407374,9121042.99770722,408708,437144.944,9121042.998,77.343,S,,,,,,,,,./0.png
437107.97315849,9121119.54442817,408726,437107.973,9121119.544,80.100,S,,,,,,,,,./0.png
437065.545139396,9121204.6562125,408744,437065.545,9121204.656,50.649,S,,,,,,,,,./0.png
437027.343043449,9121286.153056,408762,437027.343,9121286.153,52.386,S,,,,,,,,,./0.png
436987.516764824,9121366.88522773,408780,436987.517,9121366.885,34.990,S,,,,,,,,,./0.png
436948.926306322,9121448.2212301,408798,436948.926,9121448.221,45.042,S,,,,,,,,,./0.png
436908.531814897,9121528.64622008,408816,436908.532,9121528.646,48.920,S,,,,,,,,,./0.png
436877.007124703,9121607.71478919,408834,436877.007,9121607.715,56.120,S,,,,,,,,,./0.png
436830.304266391,9121690.77843646,408852,436830.304,9121690.778,62.359,S,,,,,,,,,./0.png
436799.883178518,9121776.12775089,408870,436799.883,9121776.128,42.990,S,,,,,,,,,./0.png
436756.391107988,9121854.92379332,408888,436756.391,9121854.924,45.116,S,,,,,,,,,./0.png
436709.805873558,9121932.27378024,408906,436709.806,9121932.274,87.516,S,,,,,,,,,./0.png
436669.871042445,9122013.09110822,408924,436669.871,9122013.091,89.643,S,,,,,,,,,./0.png
436628.166938452,9122087.13078037,408942,436628.167,9122087.131,45.083,S,,,,,,,,,./0.png
436596.065027375,9122177.20889131,408960,436596.065,9122177.209,83.682,S,,,,,,,,,./0.png
436562.439685909,9122261.09065652,408978,436562.440,9122261.091,71.653,S,,,,,,,,,./0.png
436515.197301765,9122338.10395273,408996,436515.197,9122338.104,64.899,S,,,,,,,,,./0.png
436494.773301975,9122428.38396115,409014,436494.773,9122428.384,55.316,S,,,,,,,,,./0.png
436419.653900826,9122486.04312969,409032,436419.654,9122486.043,49.501,S,,,,,,,,,./0.png
436395.144092348,9122580.0391872,409050,436395.144,9122580.039,48.740,S,,,,,,,,,./0.png
436356.303943748,9122661.19937322,409068,436356.304,9122661.199,63.269,S,,,,,,,,,./0.png
436317.475891897,9122742.45993439,409086,436317.476,9122742.460,89.749,S,,,,,,,,,./0.png
436275.283171706,9122833.27303316,409106,436275.283,9122833.273,35.309,S,,,,,,,,,./0.png
436230.658878496,9122900.42990194,409122,436230.659,9122900.430,52.795,S,,,,,,,,,./0.png
436198.368062109,9122984.8413904,409140,436198.368,9122984.841,89.470,S,,,,,,,,,./0.png
436164.880409002,9123068.57448683,409158,436164.880,9123068.574,88.289,S,,,,,,,,,./0.png
436131.103155342,9123152.35584761,409176,436131.103,9123152.356,57.921,S,,,,,,,,,./0.png
436080.518418646,9123227.74252434,409194,436080.518,9123227.743,44.463,S,,,,,,,,,./0.png
436047.144,9123306.044,409212,436047.144,9123306.044,61.767,S,,,,,,,,,./0.png
435986.545794173,9123382.06145523,409230,435986.546,9123382.061,81.451,S,,,,,,,,,./0.png
435945.35390754,9123462.09333102,409248,435945.354,9123462.093,66.632,S,,,,,,,,,./0.png
435906.636613759,9123543.33717853,409266,435906.637,9123543.337,68.866,S,,,,,,,,,./0.png
435879.039632735,9123630.14484882,409284,435879.040,9123630.145,109.790,S,,,,,,,,,./0.png
435824.912266269,9123703.70030452,409302,435824.912,9123703.700,88.147,S,,,,,,,,,./0.png
435808.196093896,9123795.80098938,409320,435808.196,9123795.801,63.460,S,,,,,,,,,./0.png
435758.938208313,9123871.77398084,409338,435758.938,9123871.774,72.955,S,,,,,,,,,./0.png
435711.2547092,9123954.24767544,409358,435711.255,9123954.248,73.052,S,,,,,,,,,./0.png
435680.953029518,9124033.97325246,409374,435680.953,9124033.973,90.428,S,,,,,,,,,./0.png
435645.479,9124105.697,409390,435645.479,9124105.697,58.971,S,,,,,,,,,./0.png
435606.707,9124181.417,409408,435606.707,9124181.417,47.474,S,,,,,,,,,./0.png
435565.466904384,9124278.17505954,409428,435565.467,9124278.175,68.136,S,,,,,,,,,./0.png
435518.488455667,9124355.24213509,409446,435518.488,9124355.242,79.683,S,,,,,,,,,./0.png
435471.618353174,9124449.25040725,409468,435471.618,9124449.250,109.136,S,,,,,,,,,./0.png
435436.063778103,9124515.47079975,409482,435436.064,9124515.471,90.313,S,,,,,,,,,./0.png
435392.186212638,9124594.13362301,409500,435392.186,9124594.134,82.907,S,,,,,,,,,./0.png
435360.738653935,9124673.34026618,409518,435360.739,9124673.340,90.483,S,,,,,,,,,./0.png
435322.070510184,9124760.33088365,409536,435322.071,9124760.331,107.023,S,,,,,,,,,./0.png
435280.907563776,9124840.35530731,409554,435280.908,9124840.355,51.593,S,,,,,,,,,./0.png
435238.974923517,9124920.03500503,409572,435238.975,9124920.035,86.860,S,,,,,,,,,./0.png
435198.07387055,9125000.24622586,409590,435198.074,9125000.246,57.873,S,,,,,,,,,./0.png
435161.639903387,9125082.50813408,409608,435161.640,9125082.508,89.511,S,,,,,,,,,./0.png
435120.096482532,9125162.34967306,409626,435120.096,9125162.350,66.184,S,,,,,,,,,./0.png
435079.42486396,9125242.67922379,409644,435079.425,9125242.679,67.009,S,,,,,,,,,./0.png
435046.911,9125315.935,409660,435046.911,9125315.935,91.506,S,,,,,,,,,./0.png
435003.080164424,9125405.72182808,409680,435003.080,9125405.722,59.684,S,,,,,,,,,./0.png
434969.889921971,9125489.63289353,409698,434969.890,9125489.633,33.091,S,,,,,,,,,./0.png
434894.068,9125613.937,409728,434894.068,9125613.937,32.844,S,,,,,,,,,./0.png
434882.050733932,9125647.13341461,409734,434882.051,9125647.133,35.612,S,,,,,,,,,./0.png
434844.618021122,9125729.03809208,409752,434844.618,9125729.038,65.207,S,,,,,,,,,./0.png
434811.18489714,9125795.97313177,409768,434811.185,9125795.973,68.442,S,,,,,,,,,./0.png
434762.595058253,9125889.21541931,409788,434762.595,9125889.215,71.762,S,,,,,,,,,./0.png
434731.780681769,9125974.22372851,409806,434731.781,9125974.224,96.071,S,,,,,,,,,./0.png
434686.8414848,9126052.56630253,409824,434686.841,9126052.566,76.347,S,,,,,,,,,./0.png
434642.74568567,9126120.03562011,409840,434642.746,9126120.036,40.163,S,,,,,,,,,./0.png
434600.676414471,9126210.69329619,409860,434600.676,9126210.693,62.047,S,,,,,,,,,./0.png
434562.141484668,9126292.06711819,409878,434562.141,9126292.067,62.700,S,,,,,,,,,./0.png
434526.985665576,9126363.95476902,409894,434526.986,9126363.955,66.812,S,,,,,,,,,./0.png
434481.154527337,9126452.81418548,409914,434481.155,9126452.814,64.406,S,,,,,,,,,./0.png
434430.600708212,9126528.2128315,409932,434430.601,9126528.213,46.497,S,,,,,,,,,./0.png
434406.170872118,9126627.71169409,409952,434406.171,9126627.712,84.675,S,,,,,,,,,./0.png
434357.384506219,9126720.63410436,409974,434357.385,9126720.634,122.165,S,,,,,,,,,./0.png
434327.738252625,9126778.461907,409986,434327.738,9126778.462,148.118,S,,,,,,,,,./0.png
434291.159538535,9126860.82563274,410004,434291.160,9126860.826,137.191,S,,,,,,,,,./0.png
434247.060732679,9126939.4050081,410022,434247.061,9126939.405,138.539,S,,,,,,,,,./0.png
434204.327367799,9127018.7965617,410040,434204.327,9127018.797,140.392,S,,,,,,,,,./0.png
434169.274905574,9127101.8617122,410058,434169.275,9127101.862,138.272,S,,,,,,,,,./0.png
434119.968697919,9127177.80954631,410076,434119.969,9127177.810,131.455,S,,,,,,,,,./0.png
434090.02306724,9127263.3630301,410094,434090.023,9127263.363,148.864,S,,,,,,,,,./0.png
434062.521603456,9127322.28516585,410108,434062.522,9127322.285,169.486,S,,,,,,,,,./0.png
434015.91331662,9127427.55413425,410130,434015.913,9127427.554,79.986,S,,,,,,,,,./0.png
433987.862,9127491.78,410144,433987.862,9127491.780,41.177,S,,,,,,,,,./0.png
433929.393704694,9127585.66514742,410166,433929.394,9127585.665,72.592,S,,,,,,,,,./0.png
433901.807065249,9127672.25833756,410184,433901.807,9127672.258,47.818,S,,,,,,,,,./0.png
433855.649498972,9127749.952137,410202,433855.649,9127749.952,107.922,S,,,,,,,,,./0.png
433812.72428752,9127829.0938498,410220,433812.724,9127829.094,140.421,S,,,,,,,,,./0.png
433770.951675744,9127908.80329427,410238,433770.952,9127908.803,126.025,S,,,,,,,,,./0.png
433725.477647093,9127986.75481572,410256,433725.478,9127986.755,140.840,S,,,,,,,,,./0.png
433698.718784698,9128073.8216544,410274,433698.719,9128073.822,141.860,S,,,,,,,,,./0.png
433653.227298585,9128151.74079665,410292,433653.227,9128151.741,132.971,S,,,,,,,,,./0.png
433614.318132144,9128233.0356413,410310,433614.318,9128233.036,147.819,S,,,,,,,,,./0.png
433569.767180638,9128311.47239929,410328,433569.767,9128311.472,117.784,S,,,,,,,,,./0.png
433527.383760734,9128396.42661627,410348,433527.384,9128396.427,113.013,S,,,,,,,,,./0.png
433487.91258012,9128471.70318881,410364,433487.913,9128471.703,127.828,S,,,,,,,,,./0.png
433444.552303643,9128550.66533214,410382,433444.552,9128550.665,121.238,S,,,,,,,,,./0.png
433403.38425277,9128630.70632992,410400,433403.384,9128630.706,117.754,S,,,,,,,,,./0.png
433372.615875151,9128715.81807733,410418,433372.616,9128715.818,123.280,S,,,,,,,,,./0.png
433329.488372796,9128794.96829772,410436,433329.488,9128794.968,125.911,S,,,,,,,,,./0.png
433289.274106857,9128875.51446544,410454,433289.274,9128875.514,130.433,S,,,,,,,,,./0.png
433247.550778238,9128955.23915621,410472,433247.551,9128955.239,129.339,S,,,,,,,,,./0.png
433207.518266355,9129035.89878918,410490,433207.518,9129035.899,116.797,S,,,,,,,,,./0.png
433179.978830802,9129122.67202213,410508,433179.979,9129122.672,110.008,S,,,,,,,,,./0.png
433151.09625414,9129186.32768785,410522,433151.096,9129186.328,57.120,S,,,,,,,,,./0.png
433094.191645878,9129280.93239109,410544,433094.192,9129280.932,96.304,S,,,,,,,,,./0.png
433050.605838902,9129359.92982539,410562,433050.606,9129359.930,114.932,S,,,,,,,,,./0.png
433014.019504163,9129442.24851845,410580,433014.020,9129442.249,106.418,S,,,,,,,,,./0.png
432975.367850742,9129523.49397422,410598,432975.368,9129523.494,111.576,S,,,,,,,,,./0.png
432932.344060749,9129602.65737577,410616,432932.344,9129602.657,96.011,S,,,,,,,,,./0.png
432895.23471038,9129684.61067824,410634,432895.235,9129684.611,119.937,S,,,,,,,,,./0.png
432855.418093126,9129765.39781824,410652,432855.418,9129765.398,98.317,S,,,,,,,,,./0.png
432812.754791801,9129844.77936317,410670,432812.755,9129844.779,89.776,S,,,,,,,,,./0.png
432775.903743209,9129926.91366531,410688,432775.904,9129926.914,89.228,S,,,,,,,,,./0.png
432733.755555815,9130006.49853846,410706,432733.756,9130006.499,72.466,S,,,,,,,,,./0.png
432702.21635873,9130091.13429025,410724,432702.216,9130091.134,78.123,S,,,,,,,,,./0.png
432661.667418843,9130171.61535182,410742,432661.667,9130171.615,43.870,S,,,,,,,,,./0.png
432619.842184234,9130251.42842951,410760,432619.842,9130251.428,53.447,S,,,,,,,,,./0.png
432588.031643474,9130335.42053036,410778,432588.032,9130335.421,35.153,S,,,,,,,,,./0.png
432561.494432588,9130389.14185236,410790,432561.494,9130389.142,29.593,S,,,,,,,,,./0.png
432527.951060276,9130504.90954908,410814,432527.951,9130504.910,25.735,S,,,,,,,,,./0.png
432482.961387622,9130583.91964591,410832,432482.961,9130583.920,26.462,S,,,,,,,,,./0.png
432450.343885109,9130668.08342819,410850,432450.344,9130668.083,41.574,S,,,,,,,,,./0.png
432417.657506659,9130751.89914148,410868,432417.658,9130751.899,34.240,S,,,,,,,,,./0.png
432387.934406947,9130836.80009783,410886,432387.934,9130836.800,36.638,S,,,,,,,,,./0.png
432347.420566303,9130917.61202404,410904,432347.421,9130917.612,21.630,S,,,,,,,,,./0.png
432315.132884325,9131001.66323091,410922,432315.133,9131001.663,26.809,S,,,,,,,,,./0.png
432280.057057021,9131084.55315918,410940,432280.057,9131084.553,45.818,S,,,,,,,,,./0.png
432248.121012015,9131168.63059209,410958,432248.121,9131168.631,52.991,S,,,,,,,,,./0.png
432220.089383531,9131254.32248683,410976,432220.089,9131254.322,48.715,S,,,,,,,,,./0.png
432198.021507125,9131342.39229365,410994,432198.022,9131342.392,32.371,S,,,,,,,,,./0.png
432150.7131097,9131420.51836491,411012,432150.713,9131420.518,18.653,S,,,,,,,,,./0.png
432116.305898924,9131503.65136686,411030,432116.306,9131503.651,18.256,S,,,,,,,,,./0.png
432081.050485429,9131586.549768,411048,432081.050,9131586.550,18.696,S,,,,,,,,,./0.png
432049.94876799,9131670.96692787,411066,432049.949,9131670.967,18.271,S,,,,,,,,,./0.png
432017.141296119,9131754.85296961,411084,432017.141,9131754.853,17.992,S,,,,,,,,,./0.png
431985.080634908,9131838.89196239,411102,431985.081,9131838.892,18.088,S,,,,,,,,,./0.png
431952.267197609,9131922.84093617,411120,431952.267,9131922.841,18.082,S,,,,,,,,,./0.png
431942.624693165,9131951.13566701,411126,431942.625,9131951.136,18.162,S,,,,,,,,,./0.png
431841.877833535,9132201.66457473,411180,431841.878,9132201.665,18.761,S,,,,,,,,,./0.png
431830.405329253,9132229.41671714,411186,431830.405,9132229.417,18.291,S,,,,,,,,,./0.png
431819.324254262,9132257.37240597,411192,431819.324,9132257.372,17.484,S,,,,,,,,,./0.png
431787.037057529,9132341.29811383,411210,431787.037,9132341.298,19.274,S,,,,,,,,,./0.png
431755.68043891,9132425.6647515,411228,431755.680,9132425.665,18.822,S,,,,,,,,,./0.png
431722.721189549,9132509.33920427,411246,431722.721,9132509.339,18.663,S,,,,,,,,,./0.png
431689.546246378,9132593.20736023,411264,431689.546,9132593.207,18.505,S,,,,,,,,,./0.png
431657.739618529,9132677.34426591,411282,431657.740,9132677.344,18.618,S,,,,,,,,,./0.png
431624.290539408,9132760.80798271,411300,431624.291,9132760.808,18.470,S,,,,,,,,,./0.png
431591.515054174,9132844.69489331,411318,431591.515,9132844.695,18.618,S,,,,,,,,,./0.png
431558.183453804,9132928.22277708,411336,431558.183,9132928.223,18.057,S,,,,,,,,,./0.png
431525.073171914,9133011.98811815,411354,431525.073,9133011.988,18.050,S,,,,,,,,,./0.png
431491.532620668,9133095.5844051,411372,431491.533,9133095.584,18.052,S,,,,,,,,,./0.png
431458.0212709,9133179.02351007,411390,431458.021,9133179.024,17.076,S,,,,,,,,,./0.png
431422.844256572,9133261.8155326,411408,431422.844,9133261.816,17.952,S,,,,,,,,,./0.png
431388.661875193,9133345.12541963,411426,431388.662,9133345.125,18.136,S,,,,,,,,,./0.png
431353.720798747,9133428.1694001,411444,431353.721,9133428.169,18.222,S,,,,,,,,,./0.png
