X,Y,StationVal,LocalEasti,LocalNorth,LocalHeigh,Descriptor,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Feature,icon_url
445426.867253432,9098001.00112092,403806,445426.867,9098001.001,311.585,S,,,,,,,,,./0.png
445420.035695709,9098030.3433021,403812,445420.036,9098030.343,316.909,S,,,,,,,,,./0.png
445412.886056235,9098059.6805787,403818,445412.886,9098059.681,319.827,S,,,,,,,,,./0.png
445408.306344918,9098089.30920399,403824,445408.306,9098089.309,320.251,S,,,,,,,,,./0.png
445403.712787817,9098119.02667484,403830,445403.713,9098119.027,320.257,S,,,,,,,,,./0.png
445392.380429712,9098147.49078782,403836,445392.380,9098147.491,315.338,S,,,,,,,,,./0.png
445385.658433551,9098176.71699485,403842,445385.658,9098176.717,311.879,S,,,,,,,,,./0.png
445383.855893657,9098207.00693442,403848,445383.856,9098207.007,310.844,S,,,,,,,,,./0.png
445379.379108442,9098236.35940756,403854,445379.379,9098236.359,311.970,S,,,,,,,,,./0.png
445372.505087902,9098265.86421152,403860,445372.505,9098265.864,321.185,S,,,,,,,,,./0.png
445367.407879723,9098295.45822489,403866,445367.408,9098295.458,330.869,S,,,,,,,,,./0.png
445359.411728406,9098324.16901696,403872,445359.412,9098324.169,336.878,S,,,,,,,,,./0.png
445354.048973491,9098353.84256791,403878,445354.049,9098353.843,338.644,S,,,,,,,,,./0.png
445351.840647294,9098383.83621425,403884,445351.841,9098383.836,343.402,S,,,,,,,,,./0.png
445344.772662454,9098413.27916302,403890,445344.773,9098413.279,353.046,S,,,,,,,,,./0.png
445339.516307669,9098442.85722044,403896,445339.516,9098442.857,360.962,S,,,,,,,,,./0.png
445334.181018821,9098472.13111304,403902,445334.181,9098472.131,371.235,S,,,,,,,,,./0.png
445329.678,9098507.111,403910,445329.678,9098507.111,381.016,S,,,,,,,,,./0.png
445324.006779883,9098531.18711546,403914,445324.007,9098531.187,385.724,S,,,,,,,,,./0.png
445317.510683198,9098560.59688287,403920,445317.511,9098560.597,379.349,S,,,,,,,,,./0.png
445306.9125929,9098589.26352514,403926,445306.913,9098589.264,369.251,S,,,,,,,,,./0.png
445308.884004021,9098619.98131863,403932,445308.884,9098619.981,348.934,S,,,,,,,,,./0.png
445296.280357472,9098648.1767832,403938,445296.280,9098648.177,337.807,S,,,,,,,,,./0.png
445295.258923111,9098678.76202818,403944,445295.259,9098678.762,334.089,S,,,,,,,,,./0.png
445281.779407879,9098706.10165817,403950,445281.779,9098706.102,328.374,S,,,,,,,,,./0.png
445278.683489715,9098736.50656003,403956,445278.683,9098736.507,325.152,S,,,,,,,,,./0.png
445264.243221451,9098763.97709823,403962,445264.243,9098763.977,325.303,S,,,,,,,,,./0.png
445262.316183457,9098794.11487449,403968,445262.316,9098794.115,334.306,S,,,,,,,,,./0.png
445258.89598066,9098824.2755986,403974,445258.896,9098824.276,345.223,S,,,,,,,,,./0.png
445255.268914249,9098854.17167599,403980,445255.269,9098854.172,358.683,S,,,,,,,,,./0.png
445256.407966512,9098884.98490268,403986,445256.408,9098884.985,373.510,S,,,,,,,,,./0.png
445259.606143758,9098916.12435812,403992,445259.606,9098916.124,375.793,S,,,,,,,,,./0.png
445255.910877407,9098945.97315085,403998,445255.911,9098945.973,365.326,S,,,,,,,,,./0.png
445255.20179802,9098976.6815538,404004,445255.202,9098976.682,352.946,S,,,,,,,,,./0.png
445250.535329557,9099006.35595583,404010,445250.535,9099006.356,343.362,S,,,,,,,,,./0.png
445239.503078055,9099034.4392276,404016,445239.503,9099034.439,333.111,S,,,,,,,,,./0.png
445241.108,9099055.649,404020,445241.108,9099055.649,327.000,S,,,,,,,,,./0.png
445229.707955328,9099093.66774612,404028,445229.708,9099093.668,327.814,S,,,,,,,,,./0.png
445222.127552885,9099122.85458274,404034,445222.128,9099122.855,324.959,S,,,,,,,,,./0.png
445211.411476148,9099151.44695311,404040,445211.411,9099151.447,332.617,S,,,,,,,,,./0.png
445202.482835049,9099180.28382881,404046,445202.483,9099180.284,339.523,S,,,,,,,,,./0.png
445196.641658115,9099209.57353907,404052,445196.642,9099209.574,337.968,S,,,,,,,,,./0.png
445187.384714624,9099238.18222168,404058,445187.385,9099238.182,332.527,S,,,,,,,,,./0.png
445178.836841758,9099267.21491174,404064,445178.837,9099267.215,333.713,S,,,,,,,,,./0.png
445181.653248462,9099298.47303017,404070,445181.653,9099298.473,332.295,S,,,,,,,,,./0.png
445176.675778504,9099328.04381642,404076,445176.676,9099328.044,323.270,S,,,,,,,,,./0.png
445177.913028148,9099358.7876466,404082,445177.913,9099358.788,321.938,S,,,,,,,,,./0.png
445164.72091893,9099386.80117428,404088,445164.721,9099386.801,326.506,S,,,,,,,,,./0.png
445153.349583971,9099417.1779939,404094,445153.350,9099417.178,333.112,S,,,,,,,,,./0.png
445145.430270008,9099446.18559221,404100,445145.430,9099446.186,341.680,S,,,,,,,,,./0.png
445131.993191371,9099473.14566401,404106,445131.993,9099473.146,345.041,S,,,,,,,,,./0.png
445118.417741792,9099500.06026493,404112,445118.418,9099500.060,349.793,S,,,,,,,,,./0.png
445106.246753403,9099527.58136918,404118,445106.247,9099527.581,359.746,S,,,,,,,,,./0.png
445093.26737648,9099555.04847408,404124,445093.267,9099555.048,369.689,S,,,,,,,,,./0.png
445077.818842505,9099581.36591773,404130,445077.819,9099581.366,383.410,S,,,,,,,,,./0.png
445061.60999937,9099607.17797547,404136,445061.610,9099607.178,383.670,S,,,,,,,,,./0.png
445051.64575133,9099635.78323817,404142,445051.646,9099635.783,372.127,S,,,,,,,,,./0.png
445040.159731333,9099663.42977441,404148,445040.160,9099663.430,371.251,S,,,,,,,,,./0.png
445029.324031313,9099691.54084821,404154,445029.324,9099691.541,373.344,S,,,,,,,,,./0.png
445019.899025165,9099719.83622007,404160,445019.899,9099719.836,371.585,S,,,,,,,,,./0.png
445009.34817758,9099748.01535952,404166,445009.348,9099748.015,365.919,S,,,,,,,,,./0.png
445002.796207721,9099777.35929859,404172,445002.796,9099777.359,363.194,S,,,,,,,,,./0.png
444994.364434935,9099806.44467418,404178,444994.364,9099806.445,361.522,S,,,,,,,,,./0.png
444985.856896647,9099834.98164669,404184,444985.857,9099834.982,360.176,S,,,,,,,,,./0.png
444974.31711927,9099862.82930273,404190,444974.317,9099862.829,357.188,S,,,,,,,,,./0.png
444967.040287623,9099892.29028698,404196,444967.040,9099892.290,352.117,S,,,,,,,,,./0.png
444959.156759558,9099920.87964329,404202,444959.157,9099920.880,356.395,S,,,,,,,,,./0.png
444949.653020309,9099949.83549225,404208,444949.653,9099949.835,361.229,S,,,,,,,,,./0.png
444938.079605021,9099977.31063019,404214,444938.080,9099977.311,356.884,S,,,,,,,,,./0.png
444927.112003842,9100005.38366398,404220,444927.112,9100005.384,360.011,S,,,,,,,,,./0.png
444916.155857683,9100033.39541881,404226,444916.156,9100033.395,366.938,S,,,,,,,,,./0.png
444905.587460634,9100061.1722583,404232,444905.587,9100061.172,372.083,S,,,,,,,,,./0.png
444895.514381699,9100089.63469288,404238,444895.514,9100089.635,379.502,S,,,,,,,,,./0.png
444885.882866755,9100118.18111583,404244,444885.883,9100118.181,373.719,S,,,,,,,,,./0.png
444873.851699864,9100145.83119352,404250,444873.852,9100145.831,363.220,S,,,,,,,,,./0.png
444865.028487626,9100174.49750212,404256,444865.028,9100174.498,353.204,S,,,,,,,,,./0.png
444858.546054771,9100204.00207366,404262,444858.546,9100204.002,349.479,S,,,,,,,,,./0.png
444849.091226578,9100232.51771936,404268,444849.091,9100232.518,351.582,S,,,,,,,,,./0.png
444840.31012827,9100261.17613455,404274,444840.310,9100261.176,356.160,S,,,,,,,,,./0.png
444827.022463674,9100287.90619991,404280,444827.022,9100287.906,355.823,S,,,,,,,,,./0.png
444818.071111483,9100316.65195111,404286,444818.071,9100316.652,345.445,S,,,,,,,,,./0.png
444808.405565433,9100345.29591265,404292,444808.406,9100345.296,338.857,S,,,,,,,,,./0.png
444808.544331899,9100376.86546868,404298,444808.544,9100376.865,336.868,S,,,,,,,,,./0.png
444784.958,9100405.742,404306,444784.958,9100405.742,352.475,S,,,,,,,,,./0.png
444773.32961604,9100428.2032105,404310,444773.330,9100428.203,353.968,S,,,,,,,,,./0.png
444766.323313431,9100457.62303085,404316,444766.323,9100457.623,346.964,S,,,,,,,,,./0.png
444759.319609341,9100487.00244276,404322,444759.320,9100487.002,346.664,S,,,,,,,,,./0.png
444748.581978968,9100515.06635407,404328,444748.582,9100515.066,346.926,S,,,,,,,,,./0.png
444735.982359163,9100542.23963722,404334,444735.982,9100542.240,344.508,S,,,,,,,,,./0.png
444726.357497274,9100570.59565181,404340,444726.357,9100570.596,353.314,S,,,,,,,,,./0.png
444716.934712541,9100599.07808674,404346,444716.935,9100599.078,365.929,S,,,,,,,,,./0.png
444705.572581285,9100626.99105683,404352,444705.573,9100626.991,359.911,S,,,,,,,,,./0.png
444694.987273132,9100655.04381675,404358,444694.987,9100655.044,356.399,S,,,,,,,,,./0.png
444685.160206556,9100683.37729417,404364,444685.160,9100683.377,354.450,S,,,,,,,,,./0.png
444670.478311998,9100709.99360039,404370,444670.478,9100709.994,349.243,S,,,,,,,,,./0.png
444671.803537113,9100742.52630203,404376,444671.804,9100742.526,348.146,S,,,,,,,,,./0.png
444652.7991454,9100777.93923216,404384,444652.799,9100777.939,347.910,S,,,,,,,,,./0.png
444647.631910109,9100797.19497223,404388,444647.632,9100797.195,351.322,S,,,,,,,,,./0.png
444632.289640012,9100823.93091497,404394,444632.290,9100823.931,346.014,S,,,,,,,,,./0.png
444620.741083992,9100851.52636272,404400,444620.741,9100851.526,350.425,S,,,,,,,,,./0.png
444610.38716894,9100880.01059603,404406,444610.387,9100880.011,349.543,S,,,,,,,,,./0.png
444603.465222554,9100908.96851235,404412,444603.465,9100908.969,343.570,S,,,,,,,,,./0.png
444594.084839491,9100937.79364853,404418,444594.085,9100937.794,342.917,S,,,,,,,,,./0.png
444584.052228354,9100965.7589678,404424,444584.052,9100965.759,341.568,S,,,,,,,,,./0.png
444573.122338601,9100993.79867767,404430,444573.122,9100993.799,335.140,S,,,,,,,,,./0.png
444564.553250016,9101022.73309354,404436,444564.553,9101022.733,339.716,S,,,,,,,,,./0.png
444553.936054267,9101050.48694425,404442,444553.936,9101050.487,343.416,S,,,,,,,,,./0.png
444545.500241267,9101079.37970472,404448,444545.500,9101079.380,341.318,S,,,,,,,,,./0.png
444530.760788789,9101106.11456806,404454,444530.761,9101106.115,330.844,S,,,,,,,,,./0.png
444523.272648314,9101135.22611736,404460,444523.273,9101135.226,329.945,S,,,,,,,,,./0.png
444507.192424243,9101166.9168636,404468,444507.192,9101166.917,329.064,S,,,,,,,,,./0.png
444501.582643071,9101191.47687214,404472,444501.583,9101191.477,333.906,S,,,,,,,,,./0.png
444492.921602196,9101220.02776337,404478,444492.922,9101220.028,334.217,S,,,,,,,,,./0.png
444481.90090921,9101248.13673535,404484,444481.901,9101248.137,330.337,S,,,,,,,,,./0.png
444472.247052227,9101276.54900096,404490,444472.247,9101276.549,330.879,S,,,,,,,,,./0.png
444464.507381699,9101305.49116978,404496,444464.507,9101305.491,329.061,S,,,,,,,,,./0.png
444454.34507386,9101333.81074531,404502,444454.345,9101333.811,329.675,S,,,,,,,,,./0.png
444447.60022781,9101352.49607553,404506,444447.600,9101352.496,328.756,S,,,,,,,,,./0.png
444432.900100202,9101389.88045865,404514,444432.900,9101389.880,329.713,S,,,,,,,,,./0.png
444423.627053449,9101418.13130447,404520,444423.627,9101418.131,330.488,S,,,,,,,,,./0.png
444417.083437665,9101447.73653699,404526,444417.083,9101447.737,328.567,S,,,,,,,,,./0.png
444415.2213612,9101484.34203644,404534,444415.221,9101484.342,328.539,S,,,,,,,,,./0.png
444404.337903419,9101506.75902931,404538,444404.338,9101506.759,328.149,S,,,,,,,,,./0.png
444386.778837606,9101537.76434731,404546,444386.779,9101537.764,328.716,S,,,,,,,,,./0.png
444375.588869845,9101560.40212656,404550,444375.589,9101560.402,339.985,S,,,,,,,,,./0.png
444362.761493523,9101587.89044277,404556,444362.761,9101587.890,355.007,S,,,,,,,,,./0.png
444359.351678553,9101618.21753589,404562,444359.352,9101618.218,363.663,S,,,,,,,,,./0.png
444348.384514539,9101646.09369606,404568,444348.385,9101646.094,363.209,S,,,,,,,,,./0.png
444334.281551033,9101673.2658316,404574,444334.282,9101673.266,367.369,S,,,,,,,,,./0.png
444326.320774513,9101702.1736062,404580,444326.321,9101702.174,360.395,S,,,,,,,,,./0.png
444322.102260463,9101732.21985659,404586,444322.102,9101732.220,355.784,S,,,,,,,,,./0.png
444316.855689346,9101762.51246271,404592,444316.856,9101762.512,356.767,S,,,,,,,,,./0.png
444307.984567979,9101791.29580333,404598,444307.985,9101791.296,362.223,S,,,,,,,,,./0.png
444289.622836311,9101816.51857609,404604,444289.623,9101816.519,376.442,S,,,,,,,,,./0.png
444278.439019355,9101844.42040341,404610,444278.439,9101844.420,370.103,S,,,,,,,,,./0.png
444269.922942871,9101873.03839812,404616,444269.923,9101873.038,369.452,S,,,,,,,,,./0.png
444260.79963839,9101901.83436272,404622,444260.800,9101901.834,369.472,S,,,,,,,,,./0.png
444246.735538198,9101933.64478059,404630,444246.736,9101933.645,369.740,S,,,,,,,,,./0.png
444238.372625017,9101957.54630176,404634,444238.373,9101957.546,376.583,S,,,,,,,,,./0.png
444230.23710078,9101986.13548198,404640,444230.237,9101986.135,385.376,S,,,,,,,,,./0.png
444225.776963619,9102016.71108707,404646,444225.777,9102016.711,398.088,S,,,,,,,,,./0.png
444206.970992763,9102042.03208281,404652,444206.971,9102042.032,413.847,S,,,,,,,,,./0.png
444188.109565306,9102066.64727094,404658,444188.110,9102066.647,419.207,S,,,,,,,,,./0.png
444177.11909421,9102094.78156772,404664,444177.119,9102094.782,405.804,S,,,,,,,,,./0.png
444164.81100147,9102122.05603061,404670,444164.811,9102122.056,389.685,S,,,,,,,,,./0.png
444155.144371489,9102150.49245374,404676,444155.144,9102150.492,379.200,S,,,,,,,,,./0.png
444145.177642931,9102178.85647777,404682,444145.178,9102178.856,380.411,S,,,,,,,,,./0.png
444138.602672295,9102208.35647853,404688,444138.603,9102208.356,371.565,S,,,,,,,,,./0.png
444130.045259906,9102237.33985151,404694,444130.045,9102237.340,369.825,S,,,,,,,,,./0.png
444119.258788654,9102270.38186505,404702,444119.259,9102270.382,357.852,S,,,,,,,,,./0.png
444110.168044032,9102293.7174394,404706,444110.168,9102293.717,362.860,S,,,,,,,,,./0.png
444097.957629288,9102321.16100982,404712,444097.958,9102321.161,356.496,S,,,,,,,,,./0.png
444090.883182807,9102350.55831645,404718,444090.883,9102350.558,350.689,S,,,,,,,,,./0.png
444082.098852923,9102379.21840849,404724,444082.099,9102379.218,362.437,S,,,,,,,,,./0.png
444071.018106887,9102407.07992987,404730,444071.018,9102407.080,357.184,S,,,,,,,,,./0.png
444060.214413806,9102435.29287767,404736,444060.214,9102435.293,341.929,S,,,,,,,,,./0.png
444053.065868495,9102464.71159011,404742,444053.066,9102464.712,333.284,S,,,,,,,,,./0.png
444043.649822293,9102492.83931934,404748,444043.650,9102492.839,329.817,S,,,,,,,,,./0.png
444032.947198891,9102521.177154,404754,444032.947,9102521.177,326.844,S,,,,,,,,,./0.png
444028.306302578,9102551.26751293,404760,444028.306,9102551.268,335.728,S,,,,,,,,,./0.png
444009.79295276,9102576.3403833,404766,444009.793,9102576.340,336.531,S,,,,,,,,,./0.png
443999.18310697,9102604.69804026,404772,443999.183,9102604.698,339.747,S,,,,,,,,,./0.png
443987.197757731,9102632.06079382,404778,443987.198,9102632.061,326.603,S,,,,,,,,,./0.png
443976.114605689,9102659.89395324,404784,443976.115,9102659.894,314.841,S,,,,,,,,,./0.png
443964.356968466,9102687.69659345,404790,443964.357,9102687.697,311.449,S,,,,,,,,,./0.png
443955.205667057,9102716.16219418,404796,443955.206,9102716.162,311.118,S,,,,,,,,,./0.png
443946.199445711,9102744.84656808,404802,443946.199,9102744.847,294.404,S,,,,,,,,,./0.png
443934.883968163,9102772.76194098,404808,443934.884,9102772.762,284.755,S,,,,,,,,,./0.png
443921.512163246,9102799.75935037,404814,443921.512,9102799.759,278.943,S,,,,,,,,,./0.png
443910.282114659,9102827.75785506,404820,443910.282,9102827.758,269.752,S,,,,,,,,,./0.png
443905.367130389,9102857.65283219,404826,443905.367,9102857.653,257.502,S,,,,,,,,,./0.png
443887.476437534,9102883.0342735,404832,443887.476,9102883.034,236.590,S,,,,,,,,,./0.png
443875.1310779,9102910.73099672,404838,443875.131,9102910.731,229.721,S,,,,,,,,,./0.png
443870.427,9102930.101,404842,443870.427,9102930.101,223.205,S,,,,,,,,,./0.png
443859.475073799,9102968.83981427,404850,443859.475,9102968.840,213.287,S,,,,,,,,,./0.png
443854.79,9102983.008,404854,443854.790,9102983.008,210.570,S,,,,,,,,,./0.png
443831.424,9103038.255,404866,443831.424,9103038.255,210.010,S,,,,,,,,,./0.png
443828.915399523,9103053.51282152,404868,443828.915,9103053.513,215.013,S,,,,,,,,,./0.png
443829.874635804,9103085.45575849,404874,443829.875,9103085.456,219.577,S,,,,,,,,,./0.png
443818.640941577,9103113.23744834,404880,443818.641,9103113.237,229.362,S,,,,,,,,,./0.png
443809.726222059,9103142.04644599,404886,443809.726,9103142.046,245.511,S,,,,,,,,,./0.png
443797.185131952,9103169.67426165,404892,443797.185,9103169.674,245.907,S,,,,,,,,,./0.png
443787.674584891,9103197.81848938,404898,443787.675,9103197.818,258.937,S,,,,,,,,,./0.png
443780.593578389,9103227.10962587,404904,443780.594,9103227.110,279.576,S,,,,,,,,,./0.png
443772.209291742,9103255.86027527,404910,443772.209,9103255.860,290.679,S,,,,,,,,,./0.png
443760.794,9103278.548,404916,443760.794,9103278.548,295.091,S,,,,,,,,,./0.png
443754.508497972,9103313.36882958,404922,443754.508,9103313.369,277.859,S,,,,,,,,,./0.png
443742.849110718,9103340.95236405,404928,443742.849,9103340.952,268.564,S,,,,,,,,,./0.png
443734.350653263,9103369.91019982,404934,443734.351,9103369.910,263.829,S,,,,,,,,,./0.png
443722.345684714,9103397.54365193,404940,443722.346,9103397.544,253.306,S,,,,,,,,,./0.png
443711.853808267,9103425.54503838,404946,443711.854,9103425.545,246.562,S,,,,,,,,,./0.png
443702.288130037,9103453.92660605,404952,443702.288,9103453.927,241.272,S,,,,,,,,,./0.png
443696.493556692,9103483.56613136,404958,443696.494,9103483.566,225.232,S,,,,,,,,,./0.png
443691.938516537,9103513.93019597,404964,443691.939,9103513.930,208.815,S,,,,,,,,,./0.png
443674.923003095,9103540.01889809,404970,443674.923,9103540.019,203.186,S,,,,,,,,,./0.png
443657.516,9103570.824,404978,443657.516,9103570.824,204.272,S,,,,,,,,,./0.png
443647.837,9103599.246,404984,443647.837,9103599.246,217.229,S,,,,,,,,,./0.png
443639.52840792,9103622.82055106,404988,443639.528,9103622.821,210.732,S,,,,,,,,,./0.png
443625.085736064,9103649.58617955,404994,443625.086,9103649.586,207.220,S,,,,,,,,,./0.png
443618.226893075,9103679.23790896,405000,443618.227,9103679.238,201.739,S,,,,,,,,,./0.png
443607.530917158,9103706.96735422,405006,443607.531,9103706.967,200.872,S,,,,,,,,,./0.png
443597.391910899,9103735.28417033,405012,443597.392,9103735.284,208.985,S,,,,,,,,,./0.png
443581.266383308,9103761.37341534,405018,443581.266,9103761.373,202.092,S,,,,,,,,,./0.png
443574.209088213,9103790.63613801,405024,443574.209,9103790.636,202.345,S,,,,,,,,,./0.png
443564.143247109,9103818.94727601,405030,443564.143,9103818.947,182.437,S,,,,,,,,,./0.png
443568.834811442,9103852.48647571,405036,443568.835,9103852.486,154.900,S,,,,,,,,,./0.png
443545.964275835,9103876.48853485,405042,443545.964,9103876.489,135.901,S,,,,,,,,,./0.png
443525.304971829,9103900.95319591,405048,443525.305,9103900.953,117.215,S,,,,,,,,,./0.png
443525.527445692,9103937.87012352,405056,443525.527,9103937.870,107.084,S,,,,,,,,,./0.png
443518.331821355,9103961.76092105,405060,443518.332,9103961.761,116.532,S,,,,,,,,,./0.png
443504.60287457,9103989.02814989,405066,443504.603,9103989.028,132.051,S,,,,,,,,,./0.png
443489.348211393,9104015.26127407,405072,443489.348,9104015.261,148.949,S,,,,,,,,,./0.png
443501.345724803,9104051.36619754,405078,443501.346,9104051.366,151.762,S,,,,,,,,,./0.png
443498.446864691,9104082.48679896,405084,443498.447,9104082.487,151.222,S,,,,,,,,,./0.png
443481.163703596,9104108.17247304,405090,443481.164,9104108.172,151.455,S,,,,,,,,,./0.png
443463.021842299,9104133.27192634,405096,443463.022,9104133.272,145.823,S,,,,,,,,,./0.png
443449.014131352,9104160.27698061,405102,443449.014,9104160.277,134.724,S,,,,,,,,,./0.png
443439.961044542,9104188.92409608,405108,443439.961,9104188.924,127.803,S,,,,,,,,,./0.png
443431.202043413,9104217.46325787,405114,443431.202,9104217.463,123.911,S,,,,,,,,,./0.png
443419.757294284,9104245.45847237,405120,443419.757,9104245.458,123.012,S,,,,,,,,,./0.png
443408.903851151,9104273.4760798,405126,443408.904,9104273.476,120.486,S,,,,,,,,,./0.png
443399.568063059,9104301.69529291,405132,443399.568,9104301.695,120.701,S,,,,,,,,,./0.png
443387.767929802,9104329.29462161,405138,443387.768,9104329.295,118.055,S,,,,,,,,,./0.png
443377.826509436,9104357.83807805,405144,443377.827,9104357.838,110.916,S,,,,,,,,,./0.png
443367.452070472,9104385.74553162,405150,443367.452,9104385.746,106.414,S,,,,,,,,,./0.png
443351.716404382,9104412.22595285,405156,443351.716,9104412.226,99.505,S,,,,,,,,,./0.png
443340.316837713,9104439.99955153,405162,443340.317,9104440.000,93.751,S,,,,,,,,,./0.png
443329.970992685,9104468.18201239,405168,443329.971,9104468.182,88.365,S,,,,,,,,,./0.png
443323.583427858,9104497.54034918,405174,443323.583,9104497.540,80.316,S,,,,,,,,,./0.png
443314.744663882,9104526.28007478,405180,443314.745,9104526.280,77.848,S,,,,,,,,,./0.png
443304.817168966,9104554.55443574,405186,443304.817,9104554.554,74.473,S,,,,,,,,,./0.png
443296.085163407,9104583.54176875,405192,443296.085,9104583.542,72.420,S,,,,,,,,,./0.png
443283.450127069,9104610.68147689,405198,443283.450,9104610.681,70.579,S,,,,,,,,,./0.png
443273.813266472,9104639.09897215,405204,443273.813,9104639.099,71.986,S,,,,,,,,,./0.png
443259.199903103,9104666.04487439,405210,443259.200,9104666.045,73.028,S,,,,,,,,,./0.png
443251.580193434,9104705.48295865,405218,443251.580,9104705.483,66.503,S,,,,,,,,,./0.png
443246.459837235,9104724.94950541,405222,443246.460,9104724.950,65.321,S,,,,,,,,,./0.png
443239.881670071,9104754.56821075,405228,443239.882,9104754.568,65.449,S,,,,,,,,,./0.png
443225.424635744,9104780.92627836,405234,443225.425,9104780.926,63.665,S,,,,,,,,,./0.png
443214.268013712,9104809.12637351,405240,443214.268,9104809.126,62.493,S,,,,,,,,,./0.png
443203.370906104,9104837.14160419,405246,443203.371,9104837.142,61.378,S,,,,,,,,,./0.png
443194.211789021,9104865.4761603,405252,443194.212,9104865.476,58.240,S,,,,,,,,,./0.png
443182.393294856,9104893.08866354,405258,443182.393,9104893.089,60.502,S,,,,,,,,,./0.png
443174.346807146,9104922.31055466,405264,443174.347,9104922.311,59.511,S,,,,,,,,,./0.png
443161.574212729,9104949.63441795,405270,443161.574,9104949.634,58.375,S,,,,,,,,,./0.png
443150.093605929,9104977.17848213,405276,443150.094,9104977.178,58.345,S,,,,,,,,,./0.png
443138.191216311,9105004.84183746,405282,443138.191,9105004.842,57.818,S,,,,,,,,,./0.png
443125.700771125,9105032.13445267,405288,443125.701,9105032.134,57.519,S,,,,,,,,,./0.png
443121.851825766,9105062.86390915,405294,443121.852,9105062.864,58.390,S,,,,,,,,,./0.png
443109.952244045,9105090.31662282,405300,443109.952,9105090.317,60.581,S,,,,,,,,,./0.png
443096.332996589,9105117.18207816,405306,443096.333,9105117.182,73.907,S,,,,,,,,,./0.png
443079.515997862,9105143.2343975,405312,443079.516,9105143.234,84.583,S,,,,,,,,,./0.png
443078.37720861,9105174.54938705,405318,443078.377,9105174.549,87.034,S,,,,,,,,,./0.png
443074.368887465,9105205.16957573,405324,443074.369,9105205.170,85.396,S,,,,,,,,,./0.png
443059.234655885,9105231.44306729,405330,443059.235,9105231.443,80.705,S,,,,,,,,,./0.png
443043.674972157,9105257.96720906,405336,443043.675,9105257.967,73.146,S,,,,,,,,,./0.png
443031.5106006,9105285.47807698,405342,443031.511,9105285.478,61.800,S,,,,,,,,,./0.png
443024.127198917,9105314.71145837,405348,443024.127,9105314.711,63.319,S,,,,,,,,,./0.png
443014.406729715,9105343.00718612,405354,443014.407,9105343.007,64.414,S,,,,,,,,,./0.png
443001.095807435,9105369.88027982,405360,443001.096,9105369.880,63.828,S,,,,,,,,,./0.png
442989.253001402,9105397.77238339,405366,442989.253,9105397.772,59.184,S,,,,,,,,,./0.png
442980.929171417,9105426.47144037,405372,442980.929,9105426.471,65.152,S,,,,,,,,,./0.png
442968.397026947,9105453.74609024,405378,442968.397,9105453.746,73.177,S,,,,,,,,,./0.png
442964.153774626,9105484.3086208,405384,442964.154,9105484.309,67.406,S,,,,,,,,,./0.png
442958.158794362,9105513.86739756,405390,442958.159,9105513.867,57.597,S,,,,,,,,,./0.png
442949.770852466,9105542.77221083,405396,442949.771,9105542.772,52.461,S,,,,,,,,,./0.png
442934.184108556,9105568.87108624,405402,442934.184,9105568.871,53.052,S,,,,,,,,,./0.png
442923.595664451,9105596.99336675,405408,442923.596,9105596.993,53.973,S,,,,,,,,,./0.png
442911.99438002,9105624.89878603,405414,442911.994,9105624.899,53.595,S,,,,,,,,,./0.png
442904.369623322,9105654.13369721,405420,442904.370,9105654.134,52.779,S,,,,,,,,,./0.png
442898.817585213,9105683.79313179,405426,442898.818,9105683.793,52.214,S,,,,,,,,,./0.png
442893.662654761,9105713.97860941,405432,442893.663,9105713.979,52.542,S,,,,,,,,,./0.png
442876.388923133,9105750.10969996,405440,442876.389,9105750.110,52.078,S,,,,,,,,,./0.png
442867.746783956,9105768.21737128,405444,442867.747,9105768.217,53.045,S,,,,,,,,,./0.png
442860.200147036,9105797.46006188,405450,442860.200,9105797.460,51.978,S,,,,,,,,,./0.png
442853.409225468,9105827.10894618,405456,442853.409,9105827.109,51.447,S,,,,,,,,,./0.png
442836.158549193,9105852.7600726,405462,442836.159,9105852.760,50.680,S,,,,,,,,,./0.png
442826.237609271,9105880.92978784,405468,442826.238,9105880.930,50.533,S,,,,,,,,,./0.png
442821.635784727,9105911.29293217,405474,442821.636,9105911.293,49.314,S,,,,,,,,,./0.png
442811.813628189,9105939.59301313,405480,442811.814,9105939.593,49.205,S,,,,,,,,,./0.png
442800.064625374,9105967.2797216,405486,442800.065,9105967.280,49.190,S,,,,,,,,,./0.png
442790.379140505,9105995.60772034,405492,442790.379,9105995.608,47.938,S,,,,,,,,,./0.png
442779.662490883,9106023.77375741,405498,442779.662,9106023.774,46.575,S,,,,,,,,,./0.png
442775.708289396,9106053.89035253,405504,442775.708,9106053.890,45.962,S,,,,,,,,,./0.png
442764.37843781,9106081.82636566,405510,442764.378,9106081.826,45.771,S,,,,,,,,,./0.png
442750.224866287,9106108.8120801,405516,442750.225,9106108.812,45.464,S,,,,,,,,,./0.png
442741.57582244,9106137.27856599,405522,442741.576,9106137.279,45.062,S,,,,,,,,,./0.png
442730.998359966,9106165.25868927,405528,442730.998,9106165.259,44.722,S,,,,,,,,,./0.png
442713.159508299,9106191.14172762,405534,442713.160,9106191.142,45.000,S,,,,,,,,,./0.png
442693.251740573,9106247.42433356,405546,442693.252,9106247.424,44.472,S,,,,,,,,,./0.png
