X,Y,capital,name,place,descriptio,icon_url
146.162382967664,-8.07314679438472,,Malalaua-Terapo,town,,./0.png
146.564941454918,-7.97025098057383,,Apao,village,,./0.png
146.346595648924,-7.96322176458688,,Urulau,,,./0.png
146.392718526455,-7.86056879263763,,Okavai,,,./0.png
146.528114472194,-7.8414932503863,,Kakoro,,,./0.png
146.338758710993,-7.85195600584249,,Keremahaua,,,./0.png
146.433846849641,-8.17636517437512,,Unima,,,./0.png
